customer_key,channel_name,niche_term,orders_count,total_spend
"bd1ce610ff76ea31480b9ed34349284eea639f4d39e5e69477dbc6c200a64b68","Online Web","Formula 1",1,"999.95"
"bd1ce610ff76ea31480b9ed34349284eea639f4d39e5e69477dbc6c200a64b68","Online Web","Oriente Petrolero",1,"120.00"
"bd38a687b2241af2e0db6d6979aaa728f0085501204d38688aeb241122254b96","Manual Admin","Alemania",1,"149.99"
"bd3f900ccf7fadc4a25106bab6c082ad97fbf1646de793e349ac752df3166b1c","Other Channels","PSG",1,"818.93"
"bd3f900ccf7fadc4a25106bab6c082ad97fbf1646de793e349ac752df3166b1c","Other Channels","Real Madrid",1,"396.90"
"bd3f900ccf7fadc4a25106bab6c082ad97fbf1646de793e349ac752df3166b1c","Point of Sale","Oriente Petrolero",1,"251.98"
"bd4b33881a111a5a3b8a1822e430f2387a0fdbc8465daf4ec4c8f4fd5a445103","Online Web","Oriente Petrolero",2,"289.96"
"bd526027e7d8361e2e5e82170ee2e8efc3dea29ac75eda4b5b7d2a0663d970a8","Manual Admin","Oriente Petrolero",1,"35.00"
"bd526027e7d8361e2e5e82170ee2e8efc3dea29ac75eda4b5b7d2a0663d970a8","Manual Admin","Real Madrid",1,"975.00"
"bd526027e7d8361e2e5e82170ee2e8efc3dea29ac75eda4b5b7d2a0663d970a8","Online Web","Oriente Petrolero",1,"35.00"
"bd526027e7d8361e2e5e82170ee2e8efc3dea29ac75eda4b5b7d2a0663d970a8","Online Web","Real Madrid",1,"975.00"
"bd6b94988476f5612bbc7640d29ff165224d62fa543b7f3bd40c5a3acbd851d7","Other Channels","Oriente Petrolero",1,"999.92"
"bd8ed51b73ed64b3961ac731750e6c87a7ed705c9e429f7a0e175a5896a26657","Other Channels","Real Madrid",1,"30.00"
"bd9bf06f8277bfa9bc00fa7160d6a452dcf9ebf9fc89ff21cb73794ceda7426d","Manual Admin","Oriente Petrolero",1,"1499.90"
"bd9d48a9863beeb9026ef01f2431ac382114dee18cdabf0a1cb7fbf7fb23069f","Online Web","Oriente Petrolero",1,"39.99"
"bda63fd42cfce874f21f13862e6845e247e9d1a098dd3f65b0af1c10476c6800","Manual Admin","Oriente Petrolero",1,"1999.80"
"bdb86da3a1b73127aa5b4f58725d6543f3891b0df68a5878bfda2752d81ee4cb","Online Web","Apparel",1,"359.97"
"bdb86da3a1b73127aa5b4f58725d6543f3891b0df68a5878bfda2752d81ee4cb","Online Web","Daddy Yankee",1,"359.97"
"bdb86da3a1b73127aa5b4f58725d6543f3891b0df68a5878bfda2752d81ee4cb","Online Web","Oriente Petrolero",1,"279.97"
"bdcecaa5a49100ef84febc4fe04b1a5983e6f6cd87bcc3195cdfd0f6a1669c60","Manual Admin","Formula 1",1,"740.00"
"bdcecaa5a49100ef84febc4fe04b1a5983e6f6cd87bcc3195cdfd0f6a1669c60","Online Web","Formula 1",1,"934.93"
"bdcecaa5a49100ef84febc4fe04b1a5983e6f6cd87bcc3195cdfd0f6a1669c60","Other Channels","Formula 1",1,"1609.88"
"bdd82af20353dc3b1023e74f62f33bf8334e44f381ee479ecbe805744b68f905","Manual Admin","Liverpool",1,"49.99"
"bdd82af20353dc3b1023e74f62f33bf8334e44f381ee479ecbe805744b68f905","Manual Admin","PSG",1,"601.99"
"bded29bcf719f2e2231f8ea68da58c912e92fdc28c06bbc314a1958171e3db52","Online Web","Oriente Petrolero",1,"399.96"
"bdf2db0cb1c1cbc285b40c8d9ec57883ffc0bf89b4047f980455ea73bc595509","Online Web","minions",1,"119.99"
"be18e0f3379310ec0a6d6782e67984eb05864261d6e70cea251eac2a0f74ae49","Other Channels","Oriente Petrolero",1,"1001.99"
"be267cfbf636d5e466a90265341bccd55f2955fd6d55e97e93b728b8dae3514a","Manual Admin","River Plate",1,"69.99"
"be267cfbf636d5e466a90265341bccd55f2955fd6d55e97e93b728b8dae3514a","Online Web","Apparel",1,"49.99"
"be267cfbf636d5e466a90265341bccd55f2955fd6d55e97e93b728b8dae3514a","Online Web","Oriente Petrolero",2,"349.93"
"be267cfbf636d5e466a90265341bccd55f2955fd6d55e97e93b728b8dae3514a","Online Web","Other Trends",1,"49.99"
"be42afb445d3a8fc4c2ff4b91c31cd69b79cb783bc89e742bb4907793d686436","Online Web","Chelsea",1,"84.99"
"be4717821ae566c17d4270d23e38a8a7ca2ab47e445df730d34ff34cd88a2ed4","Other Channels","Argentina",1,"350.00"
"be4a6b8f67c1f62c70a9685fef8f94983c7517db96c4a236611678adef78e2a5","Online Web","Oriente Petrolero",1,"294.00"
"be4e40cffceeb7d6efe848e4519aac650c2fc80483fa8ce6167c3493e46f7e24","Online Web","Oriente Petrolero",1,"289.95"
"be8a80fe71741f5158f404a2efdf5b63e2089813a5f371da13e99a41a2f798cc","Online Web","Oriente Petrolero",1,"120.00"
"be970fee5e7d0e2679eff25f601f38e7c544cd1c0de0089b178cbe98cfd7e570","Point of Sale","Oriente Petrolero",1,"979.93"
"beabf421d2c0d3a700ab679a69ba29a45336aa47cabe8e5eeb04c61a9ed484f6","Manual Admin","Formula 1",1,"460.00"
"bf05d20c3abaf006e6bcf801ad3b0bc65bf6805105ad3762989d56d09223c96f","Online Web","Formula 1",1,"1526.60"
"bf2bdb40e6a7d5c0b8cbdc0958fe458945faff0802ce51e8598723d1a8607884","Online Web","Oriente Petrolero",1,"709.94"
"bf3cae007f724b78cb31ff25e4228082fb6c2d6b1ada4493676ef40680c21918","Online Web","Oriente Petrolero",1,"39.99"
"bf3dc6faa714f3786aa16d675c655e2f9e85e590d80d15044c0acf51f7ce88aa","Manual Admin","Boca Juniors",1,"1156.59"
"bf52cb9ccd2945a409f1252b655627977a9f4001d3007095645385ce1eb4d083","Manual Admin","Liverpool",1,"699.97"
"bf76c3b68894f6b3dbd151d9b5f4c34f57d2df014ec56b7c88be013fbc687945","Manual Admin","Oriente Petrolero",1,"29.99"
"bf8c0f58c1c0a8f1be00263dd0c65cb0abea8388cda19b0dde562a7dc5ae530b","Manual Admin","Apparel",1,"359.97"
"bf8c0f58c1c0a8f1be00263dd0c65cb0abea8388cda19b0dde562a7dc5ae530b","Manual Admin","Daddy Yankee",1,"359.97"
"bf8c0f58c1c0a8f1be00263dd0c65cb0abea8388cda19b0dde562a7dc5ae530b","Manual Admin","Oriente Petrolero",1,"639.94"
"bf9485dc02cd2ef52ad9ad40aa9ad8a9f7e1b650f8461b4f335baacbb9e8df69","Online Web","Liverpool",1,"1240.00"
"bf9485dc02cd2ef52ad9ad40aa9ad8a9f7e1b650f8461b4f335baacbb9e8df69","Online Web","Oriente Petrolero",1,"130.00"
"bfa65cc5fcd421670740e10a1bf5111cdb9ea1caef871c475929e3dbaf1f4a74","Online Web","Apparel",1,"99.99"
"bfa65cc5fcd421670740e10a1bf5111cdb9ea1caef871c475929e3dbaf1f4a74","Online Web","Italia",1,"99.99"
"bfa65cc5fcd421670740e10a1bf5111cdb9ea1caef871c475929e3dbaf1f4a74","Online Web","Oriente Petrolero",1,"2199.78"
"bfa69b93e6c0923c9d02be7c56cc6f34a2c27c458a41152b3456648fd234b564","Online Web","Oriente Petrolero",1,"39.99"
"bfb4d5fa353bfb7994bda8f9b134da8768878faa46671803017f672be117293c","Online Web","Oriente Petrolero",1,"899.91"
"bfba2dabe626e0aeb28f7dae1dabfe541f58b186409df0f8f448475bf2cd672c","Online Web","Oriente Petrolero",2,"2009.82"
"c00d95173d5cbe42a729f5f5fe033cffcb1c77ee83fa953c7483e140bd535a3a","Online Web","Oriente Petrolero",1,"2059.88"
"c00d95173d5cbe42a729f5f5fe033cffcb1c77ee83fa953c7483e140bd535a3a","Online Web","Real Madrid",1,"882.00"
"c02b549de09d3d282d92b1f7c74cd9e0fca8b684b83c558eb3fe66af08b17ed9","Manual Admin","Liverpool",1,"149.97"
"c07d91edea33814042cf445849e5ce8fe3609d73b62015ba792ab57e65143f17","Manual Admin","Liverpool",1,"559.96"
"c080de79d884d5744812331c6446e2ae45446860ec957582dc47671fcfdd3afe","Manual Admin","Oriente Petrolero",1,"1184.00"
"c08a424621b72e5b9bdba54d65c5293d78ad205c08cda2a83495c80464b2d21e","Point of Sale","Oriente Petrolero",1,"1199.88"
"c096f1c8270565399af72b7eadfe9f5434a1c28c7939e9e2064bf612ec85b790","Manual Admin","Argentina",1,"59.99"
"c096f1c8270565399af72b7eadfe9f5434a1c28c7939e9e2064bf612ec85b790","Manual Admin","PSG",1,"819.95"
"c0a4d7c2d97b815237b68ef5d01c2c7e386914f6678daa320ac17bdb276a7b06","Manual Admin","Bayern Münich",1,"169.99"
"c0a4d7c2d97b815237b68ef5d01c2c7e386914f6678daa320ac17bdb276a7b06","Manual Admin","Manchester United",1,"147.00"
"c0abe85e4aefef8e594a963568999d316500c24196a4330730ce1e3e9fd361f7","Online Web","Apparel",1,"99.99"
"c0abe85e4aefef8e594a963568999d316500c24196a4330730ce1e3e9fd361f7","Online Web","Oriente Petrolero",1,"999.90"
"c0abe85e4aefef8e594a963568999d316500c24196a4330730ce1e3e9fd361f7","Online Web","Other Trends",1,"99.99"
"c0b165e732a114e932dabef7abbf70003b614b489b8abe954ab2f83e2abe2c01","Manual Admin","Formula 1",1,"1889.93"
"c0b165e732a114e932dabef7abbf70003b614b489b8abe954ab2f83e2abe2c01","Manual Admin","Other Trends",1,"959.94"
"c0b52f8c61b71fc4e43189731dbfc964ffaa636b00a5382ff124f8fececc3a87","Online Web","Oriente Petrolero",1,"559.92"
"c0b6ba59ca1e67a0b18872da474eb320650f136f4c36ff4c122a734ed8152c5e","Point of Sale","Oriente Petrolero",1,"69.99"
"c0c38c6076aea6b9742ad1be4c7fce66bbb577a388e4cdea214210d91e5e81a9","Online Web","Oriente Petrolero",1,"205.00"
"c0e4b050bec610a67d2212c0741bb665e9ae072f74ac407497fba95481c5d7a4","Online Web","Dr. Strange",1,"59.99"
"c0e4b050bec610a67d2212c0741bb665e9ae072f74ac407497fba95481c5d7a4","Online Web","Formula 1",1,"59.99"
"c0e4b050bec610a67d2212c0741bb665e9ae072f74ac407497fba95481c5d7a4","Online Web","Tenis",1,"319.95"
"c0e4b050bec610a67d2212c0741bb665e9ae072f74ac407497fba95481c5d7a4","Other Channels","Dr. Strange",1,"59.99"
"c0e4b050bec610a67d2212c0741bb665e9ae072f74ac407497fba95481c5d7a4","Other Channels","Formula 1",1,"59.99"
"c0e4b050bec610a67d2212c0741bb665e9ae072f74ac407497fba95481c5d7a4","Other Channels","Tenis",1,"319.95"
"c0e86a6a138fdfaf523acd157ffb9eb9dad4befcc4de980485b7cfc74e7d1d9b","Online Web","Tenis",1,"359.98"
"c0ea9f8bb825574d53d4a7182c9651749806781497afda497bbe399c53743982","Online Web","Oriente Petrolero",1,"49.99"
"c0ed97f31560ea7f6029e672ec726fc8d5bce732cc81c070d6ab21e1da618b37","Online Web","PSG",1,"909.93"
"c0f9fda42308017c288314b350117d494ecac53201ead588de3076ae6df4e26b","Point of Sale","Oriente Petrolero",1,"849.95"
"c10e231271be998c3059eea29e3fd49585e76456afa5865760533e3b5c543d88","Online Web","Oriente Petrolero",1,"479.96"
"c137abbad34f494e6993cc891e56f8499e14f8fa6ed1cae8a01e3d76cf821048","Online Web","Oriente Petrolero",1,"1189.90"
"c1462649b1c9947bb07e9a05014b4fa5eb7ab6f83cf48c039ccc9c2d10e7f71f","Manual Admin","Formula 1",1,"1179.91"
"c1627412b09281f90244c36f1d94745f81709b4b8f44e9a0f762f34091fff623","Online Web","Oriente Petrolero",3,"2523.86"
"c1627412b09281f90244c36f1d94745f81709b4b8f44e9a0f762f34091fff623","Other Channels","Oriente Petrolero",1,"29.99"
"c175b1352505315507c128e766b28652a884fc2401bb3d906f1d7b9cccd81718","Online Web","Oriente Petrolero",1,"399.92"
"c1837f3223d8d81072c5151259548a9242393a4ba99bfb45ec6e7e9bad593535","Other Channels","Real Madrid",1,"396.00"
"c1931ff514ec65e529f452827b652250016f5337560aaa59b8c6940ddb27771e","Other Channels","Oriente Petrolero",1,"548.00"
"c194fa24da7f250f825ac849457a13025f1efb2b786c89fa29f5ec0b2efd1c12","Other Channels","Oriente Petrolero",1,"599.92"
"c196405f450fc824137a33535e5899987c19656ef7bd2e9785149142f8b072d3","Online Web","Oriente Petrolero",1,"159.98"
"c19af36d4661e6a779dbbc330177c1b94e722007ff18a2e92e745503ad9196f5","Online Web","Oriente Petrolero",1,"500.00"
"c1ae71f22103efd3ab32b8e79846607a524c1c41911f696bc2b3823d5f9fd99d","Online Web","Oriente Petrolero",1,"249.99"
"c1c9cf2b1f542b0a4ee4de75a1b5e64ed02b3c4d7f237ade43885a5f24972ffd","Online Web","Oriente Petrolero",1,"69.99"
"c23031c9b190320599b7a90e92f997fde166b8770fefb6efa335610a104e02d2","Online Web","Oriente Petrolero",1,"69.99"
"c2378ed27a357657d4872bf8c31e9fdae40329d4dec83f592b048adf3075e694","Manual Admin","Game of Thrones",1,"411.00"
"c2378ed27a357657d4872bf8c31e9fdae40329d4dec83f592b048adf3075e694","Manual Admin","Oriente Petrolero",1,"519.96"
"c2378ed27a357657d4872bf8c31e9fdae40329d4dec83f592b048adf3075e694","Online Web","Game of Thrones",1,"411.00"
"c2378ed27a357657d4872bf8c31e9fdae40329d4dec83f592b048adf3075e694","Online Web","Oriente Petrolero",1,"519.96"
"c25161b472a2a856f29ac6d74249bbc23b7fc2fd893603fc48793b509f9b4b27","Online Web","Oriente Petrolero",1,"69.99"
"c27435bc2f8bca02d2271cc5194e7d0ea4a66f6f853e514cec823d2b68d7d264","Point of Sale","Argentina",1,"59.99"
"c27435bc2f8bca02d2271cc5194e7d0ea4a66f6f853e514cec823d2b68d7d264","Point of Sale","Oriente Petrolero",1,"1089.89"
"c27435bc2f8bca02d2271cc5194e7d0ea4a66f6f853e514cec823d2b68d7d264","Point of Sale","PSG",1,"945.00"
"c27a0fce83432bd6e9882c91171111b5c005c15c735d49b416439f57ba6d0ffb","Manual Admin","Argentina",1,"179.99"
"c27a0fce83432bd6e9882c91171111b5c005c15c735d49b416439f57ba6d0ffb","Manual Admin","Bolivia",1,"1199.90"
"c27a0fce83432bd6e9882c91171111b5c005c15c735d49b416439f57ba6d0ffb","Manual Admin","EDM",1,"1199.90"
"c27e35989f3a297a250973adec7ecde339f3dc4fc57c185a129da5abc6d66401","Manual Admin","Juventus",1,"49.99"
"c2930678727e4c8c686e8ea857dad06683242a8de6126cd29862fe413fb43b67","Online Web","Oriente Petrolero",1,"90.00"
"c2930678727e4c8c686e8ea857dad06683242a8de6126cd29862fe413fb43b67","Other Channels","PSG",1,"979.93"
"c2c6cef50d2f5fbf64cef75f711537179b8d771b4e1fac70377e713e58852794","Online Web","Tenis",1,"89.98"
"c2e7d05d0161c25378f8acf3465ec0180632038f406ad6730f4793dac85e59e0","Other Channels","Real Madrid",1,"39.99"
"c308d11d107384e9af31456d37758fa42fbe3246552e6a1631e50c17b5263483","Manual Admin","Chelsea",1,"59.99"
"c308d11d107384e9af31456d37758fa42fbe3246552e6a1631e50c17b5263483","Manual Admin","Juventus",1,"149.98"
"c308d11d107384e9af31456d37758fa42fbe3246552e6a1631e50c17b5263483","Manual Admin","Oriente Petrolero",1,"69.99"
"c308d11d107384e9af31456d37758fa42fbe3246552e6a1631e50c17b5263483","Other Channels","Chelsea",1,"59.99"
"c308d11d107384e9af31456d37758fa42fbe3246552e6a1631e50c17b5263483","Other Channels","Juventus",1,"149.98"
"c308d11d107384e9af31456d37758fa42fbe3246552e6a1631e50c17b5263483","Other Channels","Oriente Petrolero",1,"69.99"
"c30ab26053587a98ad06f5bdc3d12f4c624c6cea3a93104296fb9a73ab6d3f60","Manual Admin","Oriente Petrolero",1,"399.96"
"c315dfa2ba161f895a81929b16af85d4f5a8b21f4a0439994e60e1854df502ec","Online Web","Oriente Petrolero",1,"1799.90"
"c341db10e1271b942ddf61d14a976681e26079b378cbed04a1cf14e9662a5c32","Manual Admin","Argentina",1,"359.97"
"c342aea5ecf14586ee326f66c27fd24fee0089777e24c7b63f4d3b240e63c692","Online Web","Italia",1,"259.98"
"c342aea5ecf14586ee326f66c27fd24fee0089777e24c7b63f4d3b240e63c692","Online Web","Oriente Petrolero",1,"399.92"
"c37cbe070ff5afcdef681c1b9bf8d9c5d38ddf4457041abd614c3ecda6c95568","Manual Admin","Formula 1",1,"129.98"
"c3abc9a0cc14abce511d832f0aaa13b9b87a0830cef975f7e8f944f6607ca99c","Other Channels","Chelsea",1,"49.99"
"c3abc9a0cc14abce511d832f0aaa13b9b87a0830cef975f7e8f944f6607ca99c","Other Channels","Oriente Petrolero",1,"1979.87"
"c3abc9a0cc14abce511d832f0aaa13b9b87a0830cef975f7e8f944f6607ca99c","Other Channels","Other Trends",1,"49.99"
"c3b2081a28826fc5eac29221dd3eb4c7147858e5a9fcd34289c338927b4c651b","Online Web","Oriente Petrolero",1,"1039.92"
"c3caadac3b52bd00704faa99754de3f63a095019793b23aff87dc6c9f5736b6d","Manual Admin","Oriente Petrolero",1,"249.95"
"c3d263e2ab2a0fd803e3b0d893aaef61cdeb453f82bce1846717f37040f6d3e4","Other Channels","Boca Juniors",2,"879.96"
"c3d7d26830feba48a4c5debb1be9e08e6082f5b962c9de1cf2eff75a68117bc8","Online Web","Oriente Petrolero",1,"359.97"
"c400334a2b503b8592586e99b70eecadeb5e39c32d2aeaa1b02354d0f1a6e5d5","Manual Admin","Argentina",1,"639.96"
"c403ea446bbd53bb5ac1f57fe4127f79a406d0bc8852c0f04916f7a6306a6146","Manual Admin","Argentina",1,"274.00"
"c403ea446bbd53bb5ac1f57fe4127f79a406d0bc8852c0f04916f7a6306a6146","Other Channels","Argentina",1,"274.00"
"c41ab110984a24cd62c0e05cf4563f5d2661eea93beec9a2f9f63c7a3fd29084","Manual Admin","Oriente Petrolero",1,"1759.85"
"c42127ee49bb539ce8dc69e9b921077fe13251a94f43f00b1318e53951651b0e","Manual Admin","Juventus",1,"209.97"
"c453b6d5a09b0c3241912fadcad2f79be54f9c390769d1eaa7a97a107bd00199","Manual Admin","Real Madrid",1,"115.00"
"c453b6d5a09b0c3241912fadcad2f79be54f9c390769d1eaa7a97a107bd00199","Online Web","Oriente Petrolero",1,"299.91"
"c46201bc5906d2aee4911ae84735d103845efcf9ab146676763abcf79b321853","Manual Admin","Formula 1",2,"794.97"
"c463468d81dbe0ba5beb788b8579f0d6de5073f12e01b6cc96caf84b856fc1cb","Online Web","Oriente Petrolero",1,"149.99"
"c469611b757d917b498ea55990fe19b50dd02475e2a2aef3c8c8c1194e057a61","Online Web","Oriente Petrolero",1,"769.93"
"c46b0dc652be7324f51bb8c20ca9122e125bb0e49f47145187ccbec4f709e879","Manual Admin","Oriente Petrolero",1,"65.00"
"c46b0dc652be7324f51bb8c20ca9122e125bb0e49f47145187ccbec4f709e879","Manual Admin","Real Madrid",1,"569.97"
"c46b0dc652be7324f51bb8c20ca9122e125bb0e49f47145187ccbec4f709e879","Online Web","Oriente Petrolero",1,"65.00"
"c46b0dc652be7324f51bb8c20ca9122e125bb0e49f47145187ccbec4f709e879","Online Web","Real Madrid",1,"569.97"
"c49707e9ada979c64bab0507d2f40347be16b209271eff8a0ed26af4cc341264","Online Web","Oriente Petrolero",1,"199.98"
"c4e1843c985ff1f55484c54ecc5b52f2555d1fe33998081be602faf41ce7fcfc","Online Web","Oriente Petrolero",1,"2739.72"
"c4e68404337e8fbc0a741225a79104eb9524154b85805290227b1202d790903b","Online Web","Oriente Petrolero",1,"120.00"
"c4eff9ce0b08eb98913c09b16ff0bbfc89bf9389d6025172fdad756c28b7d996","Other Channels","Oriente Petrolero",1,"979.93"
"c4f9018e46eef68caca980b373d69e291d5ba3af326245866e7785198a0f7766","Online Web","Oriente Petrolero",1,"959.84"
"c52a2e1ef282da35920f65a980779e25995280586c0f4f02d33de02f40e125ea","Online Web","Oriente Petrolero",1,"299.91"
"c5381ce1f917f2f3f0edf24d0fff3bd892a81d65d539f1f386dc108bc05469ee","Online Web","EDM",1,"59.99"
"c5381ce1f917f2f3f0edf24d0fff3bd892a81d65d539f1f386dc108bc05469ee","Online Web","Formula 1",1,"1309.94"
"c5433be22269b62b0e952531466b221c6d208e184363818d625bb5b5afc1cdad","Manual Admin","Oriente Petrolero",1,"159.99"
"c5b0eca1eda32bd29cc3673c1c89694d8c478c9045a1c64ead0165e8bdf4b800","Online Web","Oriente Petrolero",1,"39.99"
"c5cac82d7c250744b90d839eae9552801c218ee0f6c508706cf266d06dfa2d5a","Online Web","Oriente Petrolero",1,"629.96"
"c5d80f391740d183881cd21c2bfb36d27353bebb1954a97316d7b89b33e7c21e","Manual Admin","Oriente Petrolero",1,"90.00"
"c5d80f391740d183881cd21c2bfb36d27353bebb1954a97316d7b89b33e7c21e","Online Web","Oriente Petrolero",1,"120.00"
"c5eaa292048a5519b2fd9d29626e25a5f5bfb1560417a89863b4fe41cc65375b","Online Web","Liverpool",2,"1954.83"
"c5eaa292048a5519b2fd9d29626e25a5f5bfb1560417a89863b4fe41cc65375b","Online Web","Oriente Petrolero",1,"130.00"
"c5fabe5f33df8b52cb7a3f49274a7617b46f4b208a2fb796d5617806e1b242a5","Manual Admin","Boca Juniors",1,"119.98"
"c6111b62218a95860197a61514cbd35ee1b6e1da761eea65374f3235c3e6b54b","Manual Admin","Formula 1",1,"59.99"
"c61c678367b3aca35041ebe5e7b6bf76faf48d9953db27e2c2b5a89ade04ef35","Manual Admin","Apparel",1,"232.00"
"c61c678367b3aca35041ebe5e7b6bf76faf48d9953db27e2c2b5a89ade04ef35","Manual Admin","Italia",1,"232.00"
"c61c678367b3aca35041ebe5e7b6bf76faf48d9953db27e2c2b5a89ade04ef35","Manual Admin","Oriente Petrolero",1,"5104.00"
"c61c678367b3aca35041ebe5e7b6bf76faf48d9953db27e2c2b5a89ade04ef35","Online Web","Oriente Petrolero",2,"1125.86"
"c64763b4749ce6f203ddfc1fc3ac187f99eebae0155ecf00b592c36df5f1658a","Manual Admin","Oriente Petrolero",1,"199.96"
"c651ddfeae26f32e49a4cab1b2837b9bfdc1140b9ac2eae81b408af69c8114b4","Online Web","Oriente Petrolero",1,"85.00"
"c6b7d355df7269761d4635b2d5930daeaec3a9915e949588a9fbd60695d0dcec","Manual Admin","Manchester United",1,"49.99"
"c6b7d355df7269761d4635b2d5930daeaec3a9915e949588a9fbd60695d0dcec","Manual Admin","Oriente Petrolero",1,"159.96"
"c6b7d355df7269761d4635b2d5930daeaec3a9915e949588a9fbd60695d0dcec","Online Web","Chelsea",1,"59.49"
"c6b7d355df7269761d4635b2d5930daeaec3a9915e949588a9fbd60695d0dcec","Online Web","Manchester United",1,"49.99"
"c6b7d355df7269761d4635b2d5930daeaec3a9915e949588a9fbd60695d0dcec","Online Web","Oriente Petrolero",1,"159.96"
"c6c215feed03c5c824ef5f84f27129be068f51c7522bf6f95d57cbc0157422de","Online Web","Oriente Petrolero",1,"139.00"
"c6d769aef40ecff43ab55b3fe0c0abfbb45be768eb71cbd9a3be7820040f6bc3","Manual Admin","Boca Juniors",1,"1002.00"
"c6f344d1739af176dc96445edfe903097cd8d3c9cee51d1ab5360eb63abf1b63","Online Web","Oriente Petrolero",1,"599.94"
"c708d2151acd64ae4f5123079ddd330071422c228e5d54e512c9bb71a9ef49e2","Online Web","Oriente Petrolero",1,"979.93"
"c708d2151acd64ae4f5123079ddd330071422c228e5d54e512c9bb71a9ef49e2","Online Web","Real Madrid",1,"577.99"
"c708d2151acd64ae4f5123079ddd330071422c228e5d54e512c9bb71a9ef49e2","Other Channels","Oriente Petrolero",1,"979.93"
"c708d2151acd64ae4f5123079ddd330071422c228e5d54e512c9bb71a9ef49e2","Other Channels","Real Madrid",1,"577.99"
"c72362dca69849a00772aa5dbff006a87ad2ade63ed9a33023dbdd0bae2020b2","Manual Admin","Juventus",1,"699.93"
"c732588f2af518d6c02471f78aaf6193f468666ac228d6c4bcc7c91819a46182","Online Web","Formula 1",1,"1339.94"
"c732985dc7dd596d747409285cd8788d21af57c5363528a8267835c33269fef8","Manual Admin","Tenis",1,"59.99"
"c7358f6974029af9de67a15dd24dbb4fd9c40b02228b3372e10c5fbf765b44c9","Other Channels","Oriente Petrolero",3,"589.94"
"c73ac4636b56cc0914c324c17d9346d7026ba5b147093202b15c8335f19ba6cc","Online Web","Oriente Petrolero",1,"604.95"
"c74f6839cf9394ba43cd6ec5f01316056fbabbe9d696708d55b7f04d95b2a12a","Manual Admin","Oriente Petrolero",1,"530.99"
"c74f6839cf9394ba43cd6ec5f01316056fbabbe9d696708d55b7f04d95b2a12a","Online Web","Oriente Petrolero",3,"979.91"
"c76c6a7271a0a4e39ddd66f6209cdcefbff1b6ce3a5565915dc8204b47b23f9d","Online Web","Apparel",1,"159.99"
"c76c6a7271a0a4e39ddd66f6209cdcefbff1b6ce3a5565915dc8204b47b23f9d","Online Web","Oriente Petrolero",1,"1599.90"
"c76c6a7271a0a4e39ddd66f6209cdcefbff1b6ce3a5565915dc8204b47b23f9d","Online Web","River Plate",1,"159.99"
"c76c6a7271a0a4e39ddd66f6209cdcefbff1b6ce3a5565915dc8204b47b23f9d","Other Channels","Apparel",1,"159.99"
"c76c6a7271a0a4e39ddd66f6209cdcefbff1b6ce3a5565915dc8204b47b23f9d","Other Channels","Oriente Petrolero",1,"1599.90"
"c76c6a7271a0a4e39ddd66f6209cdcefbff1b6ce3a5565915dc8204b47b23f9d","Other Channels","River Plate",1,"159.99"
"c76d9b812e4224f67e3f343386f3a1916b667a843b42c3ce7eecd59848a65cd2","Manual Admin","Bolivia",1,"1070.00"
"c76d9b812e4224f67e3f343386f3a1916b667a843b42c3ce7eecd59848a65cd2","Manual Admin","EDM",1,"1070.00"
"c76d9b812e4224f67e3f343386f3a1916b667a843b42c3ce7eecd59848a65cd2","Manual Admin","Manchester United",1,"107.00"
"c76d9b812e4224f67e3f343386f3a1916b667a843b42c3ce7eecd59848a65cd2","Manual Admin","PSG",1,"119.97"
"c76d9b812e4224f67e3f343386f3a1916b667a843b42c3ce7eecd59848a65cd2","Manual Admin","Real Madrid",2,"324.99"
"c76d9b812e4224f67e3f343386f3a1916b667a843b42c3ce7eecd59848a65cd2","Manual Admin","River Plate",1,"230.00"
"c7884e19a60bbc9d9ba5b37ff590704143328eddd3b7cac65f046d6d498ed9b5","Online Web","Apparel",1,"119.99"
"c7884e19a60bbc9d9ba5b37ff590704143328eddd3b7cac65f046d6d498ed9b5","Online Web","Italia",1,"119.99"
"c7884e19a60bbc9d9ba5b37ff590704143328eddd3b7cac65f046d6d498ed9b5","Online Web","Oriente Petrolero",1,"2759.76"
"c78b3bca5e2ce5e194ba16249a75c51a3bea4484216fa26c649321d66e921be6","Manual Admin","Oriente Petrolero",1,"1439.91"
"c79284facf1cbd39f166f5d3f78ec6cfefa00ffcf1dd1b3499ba2249dadd0169","Online Web","Oriente Petrolero",1,"799.88"
"c79a2bf4a68422f2a66de80262a4e5a8f17bfde82b2d72c8f397651840173915","Online Web","Oriente Petrolero",1,"2399.76"
"c7a9aff03308d8136f77c3f5fe7a8943cf7eb5eeb5e3ba034196a48a86e0a318","Online Web","Oriente Petrolero",2,"1379.94"
"c7b1e75e0de7e78b929cb7e425482e7175f562de9463b83238ac51431a190b9d","Manual Admin","Apparel",1,"159.99"
"c7b1e75e0de7e78b929cb7e425482e7175f562de9463b83238ac51431a190b9d","Manual Admin","Oriente Petrolero",2,"1659.89"
"c7b1e75e0de7e78b929cb7e425482e7175f562de9463b83238ac51431a190b9d","Manual Admin","River Plate",1,"159.99"
"c7b1e75e0de7e78b929cb7e425482e7175f562de9463b83238ac51431a190b9d","Other Channels","Oriente Petrolero",1,"2359.88"
"c7b1e75e0de7e78b929cb7e425482e7175f562de9463b83238ac51431a190b9d","Other Channels","River Plate",1,"59.99"
