niche_a,niche_b,channel_name,shared_customers_count,overlap_percentage
Boca Juniors,Brasil,Other Channels,2,2.15
Boca Juniors,Chelsea,Point of Sale,2,2.15
Boca Juniors,Tenis,Manual Admin,2,2.15
Boca Juniors,EDM,Manual Admin,2,2.15
Boca Juniors,Blackpink,Online Web,2,2.15
Boca Juniors,Formula 1,Online Web,2,2.15
Boca Juniors,Better Call Saul,Other Channels,2,2.15
Boca Juniors,Argentina,Other Channels,2,2.15
Boca Juniors,Apparel,Point of Sale,2,2.15
Boca Juniors,Italia,Manual Admin,2,2.15
Formula 1,Tenis,Other Channels,5,2.12
Oriente Petrolero,Apparel,Online Web,39,2.00
Oriente Petrolero,Real Madrid,Manual Admin,35,1.79
Barcelona,Other Trends,Point of Sale,1,1.75
Barcelona,Bayern Münich,Point of Sale,1,1.75
Barcelona,BTS,Point of Sale,1,1.75
Barcelona,Formula 1,Point of Sale,1,1.75
Barcelona,Liverpool,Point of Sale,1,1.75
Barcelona,Dr. Strange,Point of Sale,1,1.75
Barcelona,Holanda,Point of Sale,1,1.75
Barcelona,Bayern Münich,Manual Admin,1,1.75
Barcelona,BTS,Manual Admin,1,1.75
Barcelona,Formula 1,Manual Admin,1,1.75
Barcelona,River Plate,Manual Admin,1,1.75
Barcelona,Dr. Strange,Manual Admin,1,1.75
Barcelona,Argentina,Online Web,1,1.75
Barcelona,Breaking Bad Universe,Online Web,1,1.75
Barcelona,España,Online Web,1,1.75
Barcelona,Blackpink,Online Web,1,1.75
Barcelona,Daddy Yankee,Online Web,1,1.75
Barcelona,Harry Styles,Online Web,1,1.75
Barcelona,Élite,Other Channels,1,1.75
Barcelona,Italia,Other Channels,1,1.75
Barcelona,PSG,Other Channels,1,1.75
Barcelona,Croacia,Other Channels,1,1.75
Barcelona,Game of Thrones,Other Channels,1,1.75
Barcelona,NBA,Other Channels,1,1.75
Barcelona,Uruguay,Other Channels,1,1.75
Barcelona,Alemania,Point of Sale,1,1.75
Barcelona,Bolivia,Point of Sale,1,1.75
Barcelona,EDM,Point of Sale,1,1.75
Barcelona,Inglaterra,Point of Sale,1,1.75
Barcelona,Portugal,Point of Sale,1,1.75
Barcelona,Belgica,Point of Sale,1,1.75
Barcelona,Francia,Point of Sale,1,1.75
Barcelona,Inglaterra,Manual Admin,1,1.75
Barcelona,Portugal,Manual Admin,1,1.75
Barcelona,Belgica,Manual Admin,1,1.75
Barcelona,Francia,Manual Admin,1,1.75
Barcelona,Bolivia,Manual Admin,1,1.75
Barcelona,EDM,Manual Admin,1,1.75
Barcelona,Bayern Münich,Online Web,1,1.75
Barcelona,BTS,Online Web,1,1.75
Barcelona,Formula 1,Online Web,1,1.75
Barcelona,River Plate,Online Web,1,1.75
Barcelona,Boca Juniors,Online Web,1,1.75
Barcelona,Dr. Strange,Online Web,1,1.75
Barcelona,Argentina,Other Channels,1,1.75
Barcelona,Breaking Bad Universe,Other Channels,1,1.75
Barcelona,España,Other Channels,1,1.75
Barcelona,Juventus,Other Channels,1,1.75
Barcelona,Blackpink,Other Channels,1,1.75
Barcelona,Daddy Yankee,Other Channels,1,1.75
Barcelona,Harry Styles,Other Channels,1,1.75
Barcelona,Brasil,Point of Sale,1,1.75
Barcelona,Élite,Point of Sale,1,1.75
Barcelona,Italia,Point of Sale,1,1.75
Barcelona,Better Call Saul,Point of Sale,1,1.75
Barcelona,Croacia,Point of Sale,1,1.75
Barcelona,Game of Thrones,Point of Sale,1,1.75
Barcelona,NBA,Point of Sale,1,1.75
Barcelona,Uruguay,Point of Sale,1,1.75
Barcelona,Apparel,Manual Admin,1,1.75
Barcelona,Élite,Manual Admin,1,1.75
Barcelona,Croacia,Manual Admin,1,1.75
Barcelona,Game of Thrones,Manual Admin,1,1.75
Barcelona,Uruguay,Manual Admin,1,1.75
Barcelona,EDM,Online Web,1,1.75
Barcelona,Inglaterra,Online Web,1,1.75
Barcelona,Portugal,Online Web,1,1.75
Barcelona,Belgica,Online Web,1,1.75
Barcelona,Francia,Online Web,1,1.75
Barcelona,Bayern Münich,Other Channels,1,1.75
Barcelona,BTS,Other Channels,1,1.75
Barcelona,Formula 1,Other Channels,1,1.75
Barcelona,River Plate,Other Channels,1,1.75
Barcelona,Boca Juniors,Other Channels,1,1.75
Barcelona,Dr. Strange,Other Channels,1,1.75
Barcelona,Breaking Bad Universe,Point of Sale,1,1.75
Barcelona,España,Point of Sale,1,1.75
Barcelona,Blackpink,Point of Sale,1,1.75
Barcelona,Daddy Yankee,Point of Sale,1,1.75
Barcelona,Harry Styles,Point of Sale,1,1.75
Barcelona,Breaking Bad Universe,Manual Admin,1,1.75
Barcelona,España,Manual Admin,1,1.75
Barcelona,Blackpink,Manual Admin,1,1.75
Barcelona,Daddy Yankee,Manual Admin,1,1.75
Barcelona,Harry Styles,Manual Admin,1,1.75
Barcelona,Better Call Saul,Online Web,1,1.75
Barcelona,Croacia,Online Web,1,1.75
Barcelona,Game of Thrones,Online Web,1,1.75
Barcelona,NBA,Online Web,1,1.75
Barcelona,Uruguay,Online Web,1,1.75
Barcelona,Bolivia,Other Channels,1,1.75
Barcelona,EDM,Other Channels,1,1.75
Barcelona,Inglaterra,Other Channels,1,1.75
Barcelona,Portugal,Other Channels,1,1.75
Barcelona,Belgica,Other Channels,1,1.75
Barcelona,Chelsea,Other Channels,1,1.75
Barcelona,Francia,Other Channels,1,1.75
Barcelona,Alemania,Other Channels,1,1.75
Formula 1,Alemania,Online Web,4,1.69
Manchester United,Argentina,Other Channels,2,1.64
Manchester United,Real Madrid,Other Channels,2,1.64
Tenis,Élite,Other Channels,2,1.64
Tenis,PSG,Other Channels,2,1.64
Tenis,Manchester United,Point of Sale,2,1.64
Manchester United,Apparel,Point of Sale,2,1.64
Manchester United,Bolivia,Point of Sale,2,1.64
Tenis,Chelsea,Manual Admin,2,1.64
Manchester United,Bolivia,Manual Admin,2,1.64
Tenis,Bayern Münich,Online Web,2,1.64
Tenis,Liverpool,Online Web,2,1.64
Manchester United,Alemania,Online Web,2,1.64
Manchester United,Holanda,Online Web,2,1.64
Tenis,Alemania,Online Web,2,1.64
Tenis,Holanda,Online Web,2,1.64
Manchester United,Tenis,Online Web,2,1.64
Tenis,Harry Styles,Other Channels,2,1.64
Manchester United,Barcelona,Other Channels,2,1.64
Manchester United,Juventus,Other Channels,2,1.64
Manchester United,River Plate,Other Channels,2,1.64
Manchester United,Italia,Point of Sale,2,1.64
Tenis,Better Call Saul,Manual Admin,2,1.64
Tenis,NBA,Manual Admin,2,1.64
Tenis,Belgica,Online Web,2,1.64
Tenis,Bolivia,Online Web,2,1.64
Tenis,Bayern Münich,Other Channels,2,1.64
Tenis,Liverpool,Other Channels,2,1.64
Manchester United,Alemania,Other Channels,2,1.64
Manchester United,Holanda,Other Channels,2,1.64
Tenis,Alemania,Other Channels,2,1.64
Tenis,Holanda,Other Channels,2,1.64
Tenis,Other Trends,Other Channels,2,1.64
Manchester United,Bayern Münich,Other Channels,2,1.64
Manchester United,Formula 1,Other Channels,2,1.64
Manchester United,Liverpool,Other Channels,2,1.64
Manchester United,Tenis,Other Channels,2,1.64
Tenis,Barcelona,Point of Sale,2,1.64
Tenis,Real Madrid,Manual Admin,2,1.64
Tenis,Barcelona,Manual Admin,2,1.64
Manchester United,Élite,Online Web,2,1.64
Manchester United,Italia,Online Web,2,1.64
Tenis,Élite,Online Web,2,1.64
Tenis,Belgica,Other Channels,2,1.64
Tenis,Manchester United,Other Channels,2,1.64
Manchester United,Apparel,Other Channels,2,1.64
Tenis,Bolivia,Other Channels,2,1.64
Tenis,Portugal,Other Channels,2,1.64
Manchester United,Belgica,Other Channels,2,1.64
Manchester United,Formula 1,Point of Sale,2,1.64
Manchester United,Tenis,Point of Sale,2,1.64
Manchester United,Alemania,Manual Admin,2,1.64
Manchester United,Holanda,Manual Admin,2,1.64
Tenis,Boca Juniors,Manual Admin,2,1.64
Manchester United,Bayern Münich,Manual Admin,2,1.64
Manchester United,Formula 1,Manual Admin,2,1.64
Argentina,Apparel,Point of Sale,1,1.56
Argentina,Élite,Point of Sale,1,1.56
Argentina,Italia,Point of Sale,1,1.56
Argentina,Better Call Saul,Point of Sale,1,1.56
Argentina,Croacia,Point of Sale,1,1.56
Argentina,Game of Thrones,Point of Sale,1,1.56
Argentina,NBA,Point of Sale,1,1.56
Argentina,Uruguay,Point of Sale,1,1.56
Argentina,Apparel,Manual Admin,1,1.56
Argentina,Brasil,Manual Admin,1,1.56
Argentina,Élite,Manual Admin,1,1.56
Argentina,Croacia,Manual Admin,1,1.56
Argentina,Game of Thrones,Manual Admin,1,1.56
Argentina,NBA,Manual Admin,1,1.56
Argentina,Uruguay,Manual Admin,1,1.56
Argentina,EDM,Online Web,1,1.56
Argentina,Inglaterra,Online Web,1,1.56
Argentina,Belgica,Online Web,1,1.56
Argentina,Francia,Online Web,1,1.56
Argentina,Manchester United,Online Web,1,1.56
Argentina,Tenis,Online Web,1,1.56
Argentina,Holanda,Other Channels,1,1.56
Argentina,Bayern Münich,Other Channels,1,1.56
Argentina,BTS,Other Channels,1,1.56
Argentina,Formula 1,Other Channels,1,1.56
Argentina,Liverpool,Other Channels,1,1.56
Argentina,River Plate,Other Channels,1,1.56
Argentina,Boca Juniors,Other Channels,1,1.56
Argentina,Dr. Strange,Other Channels,1,1.56
Argentina,Breaking Bad Universe,Point of Sale,1,1.56
Argentina,España,Point of Sale,1,1.56
Argentina,Juventus,Point of Sale,1,1.56
Argentina,Blackpink,Point of Sale,1,1.56
Argentina,Daddy Yankee,Point of Sale,1,1.56
Argentina,Harry Styles,Point of Sale,1,1.56
Argentina,Breaking Bad Universe,Manual Admin,1,1.56
Argentina,España,Manual Admin,1,1.56
Argentina,Real Madrid,Manual Admin,1,1.56
Argentina,Blackpink,Manual Admin,1,1.56
Argentina,Daddy Yankee,Manual Admin,1,1.56
Argentina,Harry Styles,Manual Admin,1,1.56
Argentina,Apparel,Online Web,1,1.56
Argentina,Élite,Online Web,1,1.56
Argentina,Better Call Saul,Online Web,1,1.56
Argentina,Game of Thrones,Online Web,1,1.56
Argentina,NBA,Online Web,1,1.56
Argentina,Uruguay,Online Web,1,1.56
Argentina,Alemania,Other Channels,1,1.56
Argentina,Bolivia,Other Channels,1,1.56
Argentina,EDM,Other Channels,1,1.56
Argentina,Inglaterra,Other Channels,1,1.56
Argentina,Portugal,Other Channels,1,1.56
Argentina,Belgica,Other Channels,1,1.56
Argentina,Chelsea,Other Channels,1,1.56
Argentina,Francia,Other Channels,1,1.56
Argentina,Tenis,Other Channels,1,1.56
Argentina,Dr. Strange,Point of Sale,1,1.56
Argentina,Holanda,Point of Sale,1,1.56
Argentina,Other Trends,Point of Sale,1,1.56
Argentina,Bayern Münich,Point of Sale,1,1.56
Argentina,BTS,Point of Sale,1,1.56
Argentina,Formula 1,Point of Sale,1,1.56
Argentina,Liverpool,Point of Sale,1,1.56
Argentina,River Plate,Point of Sale,1,1.56
Argentina,Bayern Münich,Manual Admin,1,1.56
Argentina,BTS,Manual Admin,1,1.56
Argentina,Formula 1,Manual Admin,1,1.56
Argentina,Liverpool,Manual Admin,1,1.56
Argentina,Dr. Strange,Manual Admin,1,1.56
Argentina,Holanda,Manual Admin,1,1.56
Argentina,Other Trends,Manual Admin,1,1.56
Argentina,Barcelona,Online Web,1,1.56
Argentina,Breaking Bad Universe,Online Web,1,1.56
Argentina,España,Online Web,1,1.56
Argentina,Real Madrid,Online Web,1,1.56
Argentina,Blackpink,Online Web,1,1.56
Argentina,Daddy Yankee,Online Web,1,1.56
Argentina,Harry Styles,Online Web,1,1.56
Argentina,Apparel,Other Channels,1,1.56
Argentina,Brasil,Other Channels,1,1.56
Argentina,Élite,Other Channels,1,1.56
Argentina,Italia,Other Channels,1,1.56
Argentina,PSG,Other Channels,1,1.56
Argentina,Better Call Saul,Other Channels,1,1.56
Argentina,Croacia,Other Channels,1,1.56
Argentina,Game of Thrones,Other Channels,1,1.56
Argentina,NBA,Other Channels,1,1.56
Argentina,Uruguay,Other Channels,1,1.56
Argentina,Alemania,Point of Sale,1,1.56
Argentina,Bolivia,Point of Sale,1,1.56
Argentina,EDM,Point of Sale,1,1.56
Argentina,Inglaterra,Point of Sale,1,1.56
Argentina,Portugal,Point of Sale,1,1.56
Argentina,Belgica,Point of Sale,1,1.56
Argentina,Francia,Point of Sale,1,1.56
Argentina,Manchester United,Point of Sale,1,1.56
Argentina,Tenis,Point of Sale,1,1.56
Argentina,Portugal,Manual Admin,1,1.56
Argentina,Belgica,Manual Admin,1,1.56
Argentina,Chelsea,Manual Admin,1,1.56
Argentina,Manchester United,Manual Admin,1,1.56
Argentina,Tenis,Manual Admin,1,1.56
Argentina,Other Trends,Online Web,1,1.56
Argentina,Bayern Münich,Online Web,1,1.56
Argentina,BTS,Online Web,1,1.56
Argentina,Formula 1,Online Web,1,1.56
Argentina,Boca Juniors,Online Web,1,1.56
Argentina,Dr. Strange,Online Web,1,1.56
Argentina,Barcelona,Other Channels,1,1.56
Argentina,Breaking Bad Universe,Other Channels,1,1.56
Argentina,España,Other Channels,1,1.56
Argentina,Juventus,Other Channels,1,1.56
Argentina,Real Madrid,Other Channels,1,1.56
Argentina,Blackpink,Other Channels,1,1.56
Argentina,Daddy Yankee,Other Channels,1,1.56
Argentina,Harry Styles,Other Channels,1,1.56
Oriente Petrolero,Real Madrid,Point of Sale,29,1.48
Real Madrid,Barcelona,Point of Sale,2,1.46
Real Madrid,River Plate,Point of Sale,2,1.46
Real Madrid,Barcelona,Manual Admin,2,1.46
Real Madrid,Italia,Online Web,2,1.46
Real Madrid,Manchester United,Other Channels,2,1.46
Real Madrid,Formula 1,Manual Admin,2,1.46
Real Madrid,River Plate,Online Web,2,1.46
Real Madrid,Brasil,Other Channels,2,1.46
Real Madrid,Chelsea,Manual Admin,2,1.46
Real Madrid,Francia,Manual Admin,2,1.46
Real Madrid,Bolivia,Manual Admin,2,1.46
Real Madrid,Tenis,Online Web,2,1.46
Real Madrid,Boca Juniors,Online Web,2,1.46
Real Madrid,Barcelona,Other Channels,2,1.46
Real Madrid,Argentina,Point of Sale,2,1.46
Real Madrid,Brasil,Manual Admin,2,1.46
Real Madrid,Italia,Manual Admin,2,1.46
Real Madrid,Chelsea,Online Web,2,1.46
Real Madrid,Apparel,Online Web,2,1.46
PSG,Chelsea,Point of Sale,2,1.44
PSG,Apparel,Point of Sale,2,1.44
PSG,Francia,Manual Admin,2,1.44
PSG,Inglaterra,Manual Admin,2,1.44
PSG,Boca Juniors,Online Web,2,1.44
PSG,Other Trends,Online Web,2,1.44
PSG,Barcelona,Other Channels,2,1.44
PSG,Juventus,Other Channels,2,1.44
PSG,Harry Styles,Other Channels,2,1.44
PSG,Game of Thrones,Manual Admin,2,1.44
PSG,Tenis,Other Channels,2,1.44
PSG,Other Trends,Other Channels,2,1.44
PSG,Barcelona,Point of Sale,2,1.44
PSG,Élite,Online Web,2,1.44
PSG,Formula 1,Manual Admin,2,1.44
PSG,Élite,Other Channels,2,1.44
PSG,Real Madrid,Other Channels,2,1.44
PSG,NBA,Other Channels,2,1.44
Oriente Petrolero,Formula 1,Manual Admin,28,1.43
River Plate,Belgica,Point of Sale,1,1.33
River Plate,Chelsea,Point of Sale,1,1.33
River Plate,Francia,Point of Sale,1,1.33
River Plate,Manchester United,Point of Sale,1,1.33
River Plate,Uruguay,Point of Sale,1,1.33
River Plate,Bolivia,Point of Sale,1,1.33
River Plate,EDM,Point of Sale,1,1.33
River Plate,Inglaterra,Point of Sale,1,1.33
River Plate,Portugal,Point of Sale,1,1.33
River Plate,Belgica,Manual Admin,1,1.33
River Plate,Uruguay,Manual Admin,1,1.33
River Plate,Portugal,Manual Admin,1,1.33
River Plate,Bayern Münich,Online Web,1,1.33
River Plate,BTS,Online Web,1,1.33
River Plate,Formula 1,Online Web,1,1.33
River Plate,Tenis,Online Web,1,1.33
River Plate,Alemania,Online Web,1,1.33
River Plate,Dr. Strange,Online Web,1,1.33
River Plate,Holanda,Online Web,1,1.33
River Plate,Other Trends,Online Web,1,1.33
River Plate,España,Other Channels,1,1.33
River Plate,Juventus,Other Channels,1,1.33
River Plate,Real Madrid,Other Channels,1,1.33
River Plate,Blackpink,Other Channels,1,1.33
River Plate,Daddy Yankee,Other Channels,1,1.33
River Plate,Harry Styles,Other Channels,1,1.33
River Plate,Barcelona,Other Channels,1,1.33
River Plate,Breaking Bad Universe,Other Channels,1,1.33
River Plate,Better Call Saul,Point of Sale,1,1.33
River Plate,Croacia,Point of Sale,1,1.33
River Plate,Game of Thrones,Point of Sale,1,1.33
River Plate,NBA,Point of Sale,1,1.33
River Plate,Argentina,Point of Sale,1,1.33
River Plate,Brasil,Point of Sale,1,1.33
River Plate,Élite,Point of Sale,1,1.33
River Plate,Italia,Point of Sale,1,1.33
River Plate,Better Call Saul,Manual Admin,1,1.33
River Plate,Croacia,Manual Admin,1,1.33
River Plate,Game of Thrones,Manual Admin,1,1.33
River Plate,NBA,Manual Admin,1,1.33
River Plate,Élite,Manual Admin,1,1.33
River Plate,Belgica,Online Web,1,1.33
River Plate,Francia,Online Web,1,1.33
River Plate,Uruguay,Online Web,1,1.33
River Plate,Bolivia,Online Web,1,1.33
River Plate,EDM,Online Web,1,1.33
River Plate,Portugal,Online Web,1,1.33
River Plate,Bayern Münich,Other Channels,1,1.33
River Plate,BTS,Other Channels,1,1.33
River Plate,Formula 1,Other Channels,1,1.33
River Plate,Liverpool,Other Channels,1,1.33
River Plate,Tenis,Other Channels,1,1.33
River Plate,Alemania,Other Channels,1,1.33
River Plate,Dr. Strange,Other Channels,1,1.33
River Plate,Holanda,Other Channels,1,1.33
River Plate,Other Trends,Other Channels,1,1.33
River Plate,Breaking Bad Universe,Point of Sale,1,1.33
River Plate,España,Point of Sale,1,1.33
River Plate,Blackpink,Point of Sale,1,1.33
River Plate,Daddy Yankee,Point of Sale,1,1.33
River Plate,Harry Styles,Point of Sale,1,1.33
Oriente Petrolero,Formula 1,Online Web,26,1.33
River Plate,Blackpink,Manual Admin,1,1.33
River Plate,Daddy Yankee,Manual Admin,1,1.33
River Plate,Harry Styles,Manual Admin,1,1.33
River Plate,Barcelona,Manual Admin,1,1.33
River Plate,Breaking Bad Universe,Manual Admin,1,1.33
River Plate,España,Manual Admin,1,1.33
River Plate,Better Call Saul,Online Web,1,1.33
River Plate,Croacia,Online Web,1,1.33
River Plate,Game of Thrones,Online Web,1,1.33
River Plate,NBA,Online Web,1,1.33
River Plate,Brasil,Online Web,1,1.33
River Plate,Élite,Online Web,1,1.33
River Plate,Belgica,Other Channels,1,1.33
River Plate,Chelsea,Other Channels,1,1.33
River Plate,Francia,Other Channels,1,1.33
River Plate,Manchester United,Other Channels,1,1.33
River Plate,Uruguay,Other Channels,1,1.33
River Plate,Bolivia,Other Channels,1,1.33
River Plate,EDM,Other Channels,1,1.33
River Plate,Inglaterra,Other Channels,1,1.33
River Plate,Portugal,Other Channels,1,1.33
River Plate,Bayern Münich,Point of Sale,1,1.33
River Plate,BTS,Point of Sale,1,1.33
River Plate,Formula 1,Point of Sale,1,1.33
River Plate,Liverpool,Point of Sale,1,1.33
River Plate,Tenis,Point of Sale,1,1.33
River Plate,Alemania,Point of Sale,1,1.33
River Plate,Dr. Strange,Point of Sale,1,1.33
River Plate,Holanda,Point of Sale,1,1.33
River Plate,Other Trends,Point of Sale,1,1.33
River Plate,Bayern Münich,Manual Admin,1,1.33
River Plate,BTS,Manual Admin,1,1.33
River Plate,Tenis,Manual Admin,1,1.33
River Plate,Dr. Strange,Manual Admin,1,1.33
River Plate,Holanda,Manual Admin,1,1.33
River Plate,Other Trends,Manual Admin,1,1.33
River Plate,España,Online Web,1,1.33
River Plate,Real Madrid,Online Web,1,1.33
River Plate,Blackpink,Online Web,1,1.33
River Plate,Daddy Yankee,Online Web,1,1.33
River Plate,Harry Styles,Online Web,1,1.33
River Plate,Barcelona,Online Web,1,1.33
River Plate,Breaking Bad Universe,Online Web,1,1.33
River Plate,Better Call Saul,Other Channels,1,1.33
River Plate,Croacia,Other Channels,1,1.33
River Plate,Game of Thrones,Other Channels,1,1.33
River Plate,NBA,Other Channels,1,1.33
River Plate,Argentina,Other Channels,1,1.33
River Plate,Brasil,Other Channels,1,1.33
River Plate,Élite,Other Channels,1,1.33
River Plate,Italia,Other Channels,1,1.33
River Plate,PSG,Other Channels,1,1.33
Bolivia,Better Call Saul,Online Web,1,1.32
Bolivia,Daddy Yankee,Online Web,1,1.32
Bolivia,Harry Styles,Online Web,1,1.32
Bolivia,Breaking Bad Universe,Online Web,1,1.32
Bolivia,España,Online Web,1,1.32
Bolivia,Croacia,Other Channels,1,1.32
Bolivia,Game of Thrones,Other Channels,1,1.32
Bolivia,NBA,Other Channels,1,1.32
Bolivia,Uruguay,Other Channels,1,1.32
Bolivia,Brasil,Other Channels,1,1.32
Bolivia,Élite,Other Channels,1,1.32
Bolivia,Italia,Other Channels,1,1.32
Bolivia,Bayern Münich,Point of Sale,1,1.32
Bolivia,Francia,Point of Sale,1,1.32
Bolivia,Tenis,Point of Sale,1,1.32
Bolivia,Boca Juniors,Point of Sale,1,1.32
Bolivia,EDM,Point of Sale,1,1.32
Bolivia,Inglaterra,Point of Sale,1,1.32
Bolivia,Portugal,Point of Sale,1,1.32
Bolivia,Tenis,Manual Admin,1,1.32
Bolivia,Alemania,Manual Admin,1,1.32
Bolivia,Portugal,Manual Admin,1,1.32
Bolivia,Bayern Münich,Manual Admin,1,1.32
Bolivia,Chelsea,Manual Admin,1,1.32
Bolivia,Blackpink,Online Web,1,1.32
Bolivia,Dr. Strange,Online Web,1,1.32
Bolivia,Holanda,Online Web,1,1.32
Bolivia,Other Trends,Online Web,1,1.32
Bolivia,BTS,Online Web,1,1.32
Bolivia,Formula 1,Online Web,1,1.32
Bolivia,River Plate,Online Web,1,1.32
Bolivia,Better Call Saul,Other Channels,1,1.32
Bolivia,Daddy Yankee,Other Channels,1,1.32
Bolivia,Harry Styles,Other Channels,1,1.32
Bolivia,Argentina,Other Channels,1,1.32
Bolivia,Breaking Bad Universe,Other Channels,1,1.32
Bolivia,España,Other Channels,1,1.32
Bolivia,Juventus,Other Channels,1,1.32
Bolivia,Belgica,Point of Sale,1,1.32
Bolivia,Croacia,Point of Sale,1,1.32
Bolivia,Game of Thrones,Point of Sale,1,1.32
Bolivia,NBA,Point of Sale,1,1.32
Bolivia,Uruguay,Point of Sale,1,1.32
Bolivia,Apparel,Point of Sale,1,1.32
Bolivia,Brasil,Point of Sale,1,1.32
Bolivia,Élite,Point of Sale,1,1.32
Bolivia,Italia,Point of Sale,1,1.32
Bolivia,PSG,Point of Sale,1,1.32
Bolivia,Belgica,Manual Admin,1,1.32
Bolivia,Croacia,Manual Admin,1,1.32
Bolivia,Game of Thrones,Manual Admin,1,1.32
Bolivia,NBA,Manual Admin,1,1.32
Bolivia,Uruguay,Manual Admin,1,1.32
Bolivia,Élite,Manual Admin,1,1.32
Bolivia,Francia,Online Web,1,1.32
Bolivia,Tenis,Online Web,1,1.32
Bolivia,Portugal,Online Web,1,1.32
Bolivia,Bayern Münich,Online Web,1,1.32
Bolivia,River Plate,Other Channels,1,1.32
Bolivia,Blackpink,Other Channels,1,1.32
Bolivia,Dr. Strange,Other Channels,1,1.32
Bolivia,Other Trends,Other Channels,1,1.32
Bolivia,BTS,Other Channels,1,1.32
Bolivia,Liverpool,Other Channels,1,1.32
Bolivia,Better Call Saul,Point of Sale,1,1.32
Bolivia,Daddy Yankee,Point of Sale,1,1.32
Bolivia,Harry Styles,Point of Sale,1,1.32
Bolivia,Argentina,Point of Sale,1,1.32
Bolivia,Breaking Bad Universe,Point of Sale,1,1.32
Bolivia,España,Point of Sale,1,1.32
Bolivia,Juventus,Point of Sale,1,1.32
Bolivia,Real Madrid,Point of Sale,1,1.32
Bolivia,Better Call Saul,Manual Admin,1,1.32
Bolivia,Daddy Yankee,Manual Admin,1,1.32
Bolivia,Harry Styles,Manual Admin,1,1.32
Bolivia,Breaking Bad Universe,Manual Admin,1,1.32
Bolivia,España,Manual Admin,1,1.32
Bolivia,Juventus,Manual Admin,1,1.32
Bolivia,Belgica,Online Web,1,1.32
Bolivia,Croacia,Online Web,1,1.32
Bolivia,Game of Thrones,Online Web,1,1.32
Bolivia,NBA,Online Web,1,1.32
Bolivia,Uruguay,Online Web,1,1.32
Bolivia,Brasil,Online Web,1,1.32
Bolivia,Élite,Online Web,1,1.32
Bolivia,Italia,Online Web,1,1.32
Bolivia,Francia,Other Channels,1,1.32
Bolivia,Boca Juniors,Other Channels,1,1.32
Bolivia,EDM,Other Channels,1,1.32
Bolivia,Inglaterra,Other Channels,1,1.32
Bolivia,Portugal,Other Channels,1,1.32
Bolivia,River Plate,Point of Sale,1,1.32
Bolivia,Blackpink,Point of Sale,1,1.32
Bolivia,Dr. Strange,Point of Sale,1,1.32
Bolivia,Holanda,Point of Sale,1,1.32
Bolivia,Other Trends,Point of Sale,1,1.32
Bolivia,Barcelona,Point of Sale,1,1.32
Bolivia,BTS,Point of Sale,1,1.32
Bolivia,Formula 1,Point of Sale,1,1.32
Bolivia,Blackpink,Manual Admin,1,1.32
Bolivia,Dr. Strange,Manual Admin,1,1.32
Bolivia,Holanda,Manual Admin,1,1.32
Bolivia,Other Trends,Manual Admin,1,1.32
Bolivia,Barcelona,Manual Admin,1,1.32
Bolivia,BTS,Manual Admin,1,1.32
Bolivia,Formula 1,Manual Admin,1,1.32
Oriente Petrolero,Apparel,Manual Admin,25,1.28
Oriente Petrolero,Manchester United,Online Web,25,1.28
Formula 1,Apparel,Point of Sale,3,1.27
Formula 1,Apparel,Manual Admin,3,1.27
Formula 1,Oriente Petrolero,Point of Sale,3,1.27
Formula 1,Dr. Strange,Manual Admin,3,1.27
Oriente Petrolero,Manchester United,Manual Admin,24,1.23
Chelsea,Argentina,Other Channels,1,1.20
Chelsea,Brasil,Other Channels,1,1.20
Chelsea,España,Other Channels,1,1.20
Chelsea,Real Madrid,Other Channels,1,1.20
Chelsea,Better Call Saul,Other Channels,1,1.20
Chelsea,Daddy Yankee,Other Channels,1,1.20
Chelsea,Harry Styles,Other Channels,1,1.20
Chelsea,Apparel,Point of Sale,1,1.20
Chelsea,Élite,Point of Sale,1,1.20
Chelsea,Italia,Point of Sale,1,1.20
Chelsea,Belgica,Point of Sale,1,1.20
Chelsea,Croacia,Point of Sale,1,1.20
Chelsea,Game of Thrones,Point of Sale,1,1.20
Chelsea,NBA,Point of Sale,1,1.20
Chelsea,Uruguay,Point of Sale,1,1.20
Chelsea,Bolivia,Manual Admin,1,1.20
Chelsea,Élite,Manual Admin,1,1.20
Chelsea,Italia,Manual Admin,1,1.20
Chelsea,Belgica,Manual Admin,1,1.20
Chelsea,Croacia,Manual Admin,1,1.20
Chelsea,Game of Thrones,Manual Admin,1,1.20
Chelsea,Uruguay,Manual Admin,1,1.20
Chelsea,Apparel,Manual Admin,1,1.20
Chelsea,Portugal,Online Web,1,1.20
Chelsea,Bayern Münich,Online Web,1,1.20
Chelsea,BTS,Online Web,1,1.20
Chelsea,Francia,Online Web,1,1.20
Chelsea,Tenis,Online Web,1,1.20
Chelsea,EDM,Online Web,1,1.20
Chelsea,Barcelona,Other Channels,1,1.20
Chelsea,Breaking Bad Universe,Other Channels,1,1.20
Chelsea,Formula 1,Other Channels,1,1.20
Chelsea,River Plate,Other Channels,1,1.20
Chelsea,Blackpink,Other Channels,1,1.20
Chelsea,Dr. Strange,Other Channels,1,1.20
Chelsea,Holanda,Other Channels,1,1.20
Chelsea,Other Trends,Other Channels,1,1.20
Chelsea,Brasil,Point of Sale,1,1.20
Chelsea,España,Point of Sale,1,1.20
Chelsea,Juventus,Point of Sale,1,1.20
